,map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount
3665,Residential,"1919-1944,Post 1999",35-40m,0,
3666,Residential,"1919-1944,Post 1999",40-45m,0,
3667,Residential,"1919-1944,Post 1999",45-50m,0,
3668,Residential,"1919-1944,Post 1999",50-55m,0,
3669,Residential,"1919-1944,Post 1999",55-60m,0,
3670,Residential,"1919-1944,Post 1999",60-70m,0,
3671,Residential,"1919-1944,Post 1999",70-80m,0,
3672,Residential,"1919-1944,Post 1999",80-90m,0,
3673,Residential,"1919-1944,Post 1999",90-100m,0,
3674,Residential,"1919-1944,Post 1999",100-200m,0,
3675,Residential,"1919-1944,Pre 1919",0-2m,0,
3676,Residential,"1919-1944,Pre 1919",2-3m,0,
3677,Residential,"1919-1944,Pre 1919",3-4m,0,
3678,Residential,"1919-1944,Pre 1919",4-5m,0,
3679,Residential,"1919-1944,Pre 1919",5-6m,0,
3680,Residential,"1919-1944,Pre 1919",6-7m,0,
3681,Residential,"1919-1944,Pre 1919",7-8m,0,
3682,Residential,"1919-1944,Pre 1919",8-9m,0,
3683,Residential,"1919-1944,Pre 1919",9-10m,0,
3684,Residential,"1919-1944,Pre 1919",10-11m,0,
3685,Residential,"1919-1944,Pre 1919",11-12m,0,
3686,Residential,"1919-1944,Pre 1919",12-13m,0,
3687,Residential,"1919-1944,Pre 1919",13-14m,0,
3688,Residential,"1919-1944,Pre 1919",14-15m,0,
3689,Residential,"1919-1944,Pre 1919",15-16m,0,
3690,Residential,"1919-1944,Pre 1919",16-17m,0,
3691,Residential,"1919-1944,Pre 1919",17-18m,0,
3692,Residential,"1919-1944,Pre 1919",18-19m,0,
3693,Residential,"1919-1944,Pre 1919",19-20m,0,
3694,Residential,"1919-1944,Pre 1919",20-22m,0,
3695,Residential,"1919-1944,Pre 1919",22-24m,0,
3696,Residential,"1919-1944,Pre 1919",24-26m,0,
3697,Residential,"1919-1944,Pre 1919",26-28m,0,
3698,Residential,"1919-1944,Pre 1919",28-30m,0,
3699,Residential,"1919-1944,Pre 1919",30-35m,0,
3700,Residential,"1919-1944,Pre 1919",35-40m,0,
3701,Residential,"1919-1944,Pre 1919",40-45m,0,
3702,Residential,"1919-1944,Pre 1919",45-50m,0,
3703,Residential,"1919-1944,Pre 1919",50-55m,0,
3704,Residential,"1919-1944,Pre 1919",55-60m,0,
3705,Residential,"1919-1944,Pre 1919",60-70m,0,
3706,Residential,"1919-1944,Pre 1919",70-80m,0,
3707,Residential,"1919-1944,Pre 1919",80-90m,0,
3708,Residential,"1919-1944,Pre 1919",90-100m,0,
3709,Residential,"1919-1944,Pre 1919",100-200m,0,
3710,Residential,"1919-1944,Pre 1919,Unknown date",0-2m,0,
3711,Residential,"1919-1944,Pre 1919,Unknown date",2-3m,0,
3712,Residential,"1919-1944,Pre 1919,Unknown date",3-4m,0,
3713,Residential,"1919-1944,Pre 1919,Unknown date",4-5m,0,
3714,Residential,"1919-1944,Pre 1919,Unknown date",5-6m,0,
3715,Residential,"1919-1944,Pre 1919,Unknown date",6-7m,0,
3716,Residential,"1919-1944,Pre 1919,Unknown date",7-8m,0,
3717,Residential,"1919-1944,Pre 1919,Unknown date",8-9m,0,
3718,Residential,"1919-1944,Pre 1919,Unknown date",9-10m,0,
3719,Residential,"1919-1944,Pre 1919,Unknown date",10-11m,0,
3720,Residential,"1919-1944,Pre 1919,Unknown date",11-12m,0,
3721,Residential,"1919-1944,Pre 1919,Unknown date",12-13m,0,
3722,Residential,"1919-1944,Pre 1919,Unknown date",13-14m,0,
3723,Residential,"1919-1944,Pre 1919,Unknown date",14-15m,0,
3724,Residential,"1919-1944,Pre 1919,Unknown date",15-16m,0,
3725,Residential,"1919-1944,Pre 1919,Unknown date",16-17m,0,
3726,Residential,"1919-1944,Pre 1919,Unknown date",17-18m,0,
3727,Residential,"1919-1944,Pre 1919,Unknown date",18-19m,0,
3728,Residential,"1919-1944,Pre 1919,Unknown date",19-20m,0,
3729,Residential,"1919-1944,Pre 1919,Unknown date",20-22m,0,
3730,Residential,"1919-1944,Pre 1919,Unknown date",22-24m,0,
3731,Residential,"1919-1944,Pre 1919,Unknown date",24-26m,0,
3732,Residential,"1919-1944,Pre 1919,Unknown date",26-28m,0,
3733,Residential,"1919-1944,Pre 1919,Unknown date",28-30m,0,
3734,Residential,"1919-1944,Pre 1919,Unknown date",30-35m,0,
3735,Residential,"1919-1944,Pre 1919,Unknown date",35-40m,0,
3736,Residential,"1919-1944,Pre 1919,Unknown date",40-45m,0,
3737,Residential,"1919-1944,Pre 1919,Unknown date",45-50m,0,
3738,Residential,"1919-1944,Pre 1919,Unknown date",50-55m,0,
3739,Residential,"1919-1944,Pre 1919,Unknown date",55-60m,0,
3740,Residential,"1919-1944,Pre 1919,Unknown date",60-70m,0,
3741,Residential,"1919-1944,Pre 1919,Unknown date",70-80m,0,
3742,Residential,"1919-1944,Pre 1919,Unknown date",80-90m,0,
3743,Residential,"1919-1944,Pre 1919,Unknown date",90-100m,0,
3744,Residential,"1919-1944,Pre 1919,Unknown date",100-200m,0,
3745,Residential,"1919-1944,Unknown date",0-2m,0,
3746,Residential,"1919-1944,Unknown date",2-3m,0,
3747,Residential,"1919-1944,Unknown date",3-4m,0,
3748,Residential,"1919-1944,Unknown date",4-5m,0,
3749,Residential,"1919-1944,Unknown date",5-6m,0,
3750,Residential,"1919-1944,Unknown date",6-7m,0,
3751,Residential,"1919-1944,Unknown date",7-8m,0,
3752,Residential,"1919-1944,Unknown date",8-9m,0,
3753,Residential,"1919-1944,Unknown date",9-10m,0,
3754,Residential,"1919-1944,Unknown date",10-11m,0,
3755,Residential,"1919-1944,Unknown date",11-12m,0,
3756,Residential,"1919-1944,Unknown date",12-13m,0,
3757,Residential,"1919-1944,Unknown date",13-14m,0,
3758,Residential,"1919-1944,Unknown date",14-15m,0,
3759,Residential,"1919-1944,Unknown date",15-16m,0,
3760,Residential,"1919-1944,Unknown date",16-17m,0,
3761,Residential,"1919-1944,Unknown date",17-18m,0,
3762,Residential,"1919-1944,Unknown date",18-19m,0,
3763,Residential,"1919-1944,Unknown date",19-20m,0,
3764,Residential,"1919-1944,Unknown date",20-22m,0,
3765,Residential,"1919-1944,Unknown date",22-24m,0,
3766,Residential,"1919-1944,Unknown date",24-26m,0,
3767,Residential,"1919-1944,Unknown date",26-28m,0,
3768,Residential,"1919-1944,Unknown date",28-30m,0,
3769,Residential,"1919-1944,Unknown date",30-35m,0,
3770,Residential,"1919-1944,Unknown date",35-40m,0,
3771,Residential,"1919-1944,Unknown date",40-45m,0,
3772,Residential,"1919-1944,Unknown date",45-50m,0,
3773,Residential,"1919-1944,Unknown date",50-55m,0,
3774,Residential,"1919-1944,Unknown date",55-60m,0,
3775,Residential,"1919-1944,Unknown date",60-70m,0,
3776,Residential,"1919-1944,Unknown date",70-80m,0,
3777,Residential,"1919-1944,Unknown date",80-90m,0,
3778,Residential,"1919-1944,Unknown date",90-100m,0,
3779,Residential,"1919-1944,Unknown date",100-200m,0,
3780,Residential,1945-1959,0-2m,0,
3781,Residential,1945-1959,2-3m,2,1.0
3782,Residential,1945-1959,3-4m,1275,1.0
3783,Residential,1945-1959,4-5m,11968,1.0
3784,Residential,1945-1959,5-6m,155150,1.8774476313245247
3785,Residential,1945-1959,6-7m,201030,2.0
3786,Residential,1945-1959,7-8m,539286,2.0141019792837196
3787,Residential,1945-1959,8-9m,1682043,2.021033945029943
3788,Residential,1945-1959,9-10m,575032,2.0406812142628583
3789,Residential,1945-1959,10-11m,78498,2.264286988203521
3790,Residential,1945-1959,11-12m,12055,3.281874740771464
3791,Residential,1945-1959,12-13m,6580,3.8310030395136776
3792,Residential,1945-1959,13-14m,4038,3.864784546805349
3793,Residential,1945-1959,14-15m,2256,3.9095744680851063
3794,Residential,1945-1959,15-16m,1182,4.010998307952622
3795,Residential,1945-1959,16-17m,870,4.258620689655173
3796,Residential,1945-1959,17-18m,549,4.774134790528233
3797,Residential,1945-1959,18-19m,506,5.148221343873518
3798,Residential,1945-1959,19-20m,312,5.259615384615385
3799,Residential,1945-1959,20-22m,386,5.367875647668394
3800,Residential,1945-1959,22-24m,180,5.966666666666667
3801,Residential,1945-1959,24-26m,96,7.614583333333333
3802,Residential,1945-1959,26-28m,109,8.146788990825687
3803,Residential,1945-1959,28-30m,57,8.736842105263158
3804,Residential,1945-1959,30-35m,93,11.064516129032258
3805,Residential,1945-1959,35-40m,57,12.87719298245614
3806,Residential,1945-1959,40-45m,14,14.785714285714286
3807,Residential,1945-1959,45-50m,26,15.5
3808,Residential,1945-1959,50-55m,4,17.75
3809,Residential,1945-1959,55-60m,6,18.0
3810,Residential,1945-1959,60-70m,2,23.5
3811,Residential,1945-1959,70-80m,0,
3812,Residential,1945-1959,80-90m,0,
3813,Residential,1945-1959,90-100m,1,34.0
3814,Residential,1945-1959,100-200m,1,49.0
3815,Residential,"1945-1959,1960-1979",0-2m,0,
3816,Residential,"1945-1959,1960-1979",2-3m,0,
3817,Residential,"1945-1959,1960-1979",3-4m,0,
3818,Residential,"1945-1959,1960-1979",4-5m,0,
3819,Residential,"1945-1959,1960-1979",5-6m,0,
3820,Residential,"1945-1959,1960-1979",6-7m,0,
3821,Residential,"1945-1959,1960-1979",7-8m,0,
3822,Residential,"1945-1959,1960-1979",8-9m,0,
3823,Residential,"1945-1959,1960-1979",9-10m,0,
3824,Residential,"1945-1959,1960-1979",10-11m,0,
3825,Residential,"1945-1959,1960-1979",11-12m,0,
3826,Residential,"1945-1959,1960-1979",12-13m,0,
3827,Residential,"1945-1959,1960-1979",13-14m,0,
3828,Residential,"1945-1959,1960-1979",14-15m,0,
3829,Residential,"1945-1959,1960-1979",15-16m,0,
3830,Residential,"1945-1959,1960-1979",16-17m,0,
3831,Residential,"1945-1959,1960-1979",17-18m,0,
3832,Residential,"1945-1959,1960-1979",18-19m,0,
3833,Residential,"1945-1959,1960-1979",19-20m,0,
3834,Residential,"1945-1959,1960-1979",20-22m,0,
3835,Residential,"1945-1959,1960-1979",22-24m,0,
3836,Residential,"1945-1959,1960-1979",24-26m,0,
3837,Residential,"1945-1959,1960-1979",26-28m,0,
3838,Residential,"1945-1959,1960-1979",28-30m,0,
3839,Residential,"1945-1959,1960-1979",30-35m,0,
3840,Residential,"1945-1959,1960-1979",35-40m,0,
3841,Residential,"1945-1959,1960-1979",40-45m,0,
3842,Residential,"1945-1959,1960-1979",45-50m,0,
3843,Residential,"1945-1959,1960-1979",50-55m,0,
3844,Residential,"1945-1959,1960-1979",55-60m,0,
3845,Residential,"1945-1959,1960-1979",60-70m,0,
3846,Residential,"1945-1959,1960-1979",70-80m,0,
3847,Residential,"1945-1959,1960-1979",80-90m,0,
3848,Residential,"1945-1959,1960-1979",90-100m,0,
3849,Residential,"1945-1959,1960-1979",100-200m,0,
3850,Residential,"1945-1959,1980-1989",0-2m,0,
3851,Residential,"1945-1959,1980-1989",2-3m,0,
3852,Residential,"1945-1959,1980-1989",3-4m,0,
3853,Residential,"1945-1959,1980-1989",4-5m,0,
3854,Residential,"1945-1959,1980-1989",5-6m,0,
3855,Residential,"1945-1959,1980-1989",6-7m,0,
3856,Residential,"1945-1959,1980-1989",7-8m,0,
3857,Residential,"1945-1959,1980-1989",8-9m,0,
3858,Residential,"1945-1959,1980-1989",9-10m,0,
3859,Residential,"1945-1959,1980-1989",10-11m,0,
3860,Residential,"1945-1959,1980-1989",11-12m,0,
3861,Residential,"1945-1959,1980-1989",12-13m,0,
3862,Residential,"1945-1959,1980-1989",13-14m,0,
3863,Residential,"1945-1959,1980-1989",14-15m,0,
3864,Residential,"1945-1959,1980-1989",15-16m,0,
3865,Residential,"1945-1959,1980-1989",16-17m,0,
3866,Residential,"1945-1959,1980-1989",17-18m,0,
3867,Residential,"1945-1959,1980-1989",18-19m,0,
3868,Residential,"1945-1959,1980-1989",19-20m,0,
3869,Residential,"1945-1959,1980-1989",20-22m,0,
3870,Residential,"1945-1959,1980-1989",22-24m,0,
3871,Residential,"1945-1959,1980-1989",24-26m,0,
3872,Residential,"1945-1959,1980-1989",26-28m,0,
3873,Residential,"1945-1959,1980-1989",28-30m,0,
3874,Residential,"1945-1959,1980-1989",30-35m,0,
3875,Residential,"1945-1959,1980-1989",35-40m,0,
3876,Residential,"1945-1959,1980-1989",40-45m,0,
3877,Residential,"1945-1959,1980-1989",45-50m,0,
3878,Residential,"1945-1959,1980-1989",50-55m,0,
3879,Residential,"1945-1959,1980-1989",55-60m,0,
3880,Residential,"1945-1959,1980-1989",60-70m,0,
3881,Residential,"1945-1959,1980-1989",70-80m,0,
3882,Residential,"1945-1959,1980-1989",80-90m,0,
3883,Residential,"1945-1959,1980-1989",90-100m,0,
3884,Residential,"1945-1959,1980-1989",100-200m,0,
3885,Residential,"1945-1959,1980-1989,Pre 1919",0-2m,0,
3886,Residential,"1945-1959,1980-1989,Pre 1919",2-3m,0,
3887,Residential,"1945-1959,1980-1989,Pre 1919",3-4m,0,
3888,Residential,"1945-1959,1980-1989,Pre 1919",4-5m,0,
3889,Residential,"1945-1959,1980-1989,Pre 1919",5-6m,0,
3890,Residential,"1945-1959,1980-1989,Pre 1919",6-7m,0,
3891,Residential,"1945-1959,1980-1989,Pre 1919",7-8m,0,
3892,Residential,"1945-1959,1980-1989,Pre 1919",8-9m,0,
3893,Residential,"1945-1959,1980-1989,Pre 1919",9-10m,0,
3894,Residential,"1945-1959,1980-1989,Pre 1919",10-11m,0,
3895,Residential,"1945-1959,1980-1989,Pre 1919",11-12m,0,
3896,Residential,"1945-1959,1980-1989,Pre 1919",12-13m,0,
3897,Residential,"1945-1959,1980-1989,Pre 1919",13-14m,0,
3898,Residential,"1945-1959,1980-1989,Pre 1919",14-15m,0,
3899,Residential,"1945-1959,1980-1989,Pre 1919",15-16m,0,
3900,Residential,"1945-1959,1980-1989,Pre 1919",16-17m,0,
3901,Residential,"1945-1959,1980-1989,Pre 1919",17-18m,0,
3902,Residential,"1945-1959,1980-1989,Pre 1919",18-19m,0,
3903,Residential,"1945-1959,1980-1989,Pre 1919",19-20m,0,
3904,Residential,"1945-1959,1980-1989,Pre 1919",20-22m,0,
3905,Residential,"1945-1959,1980-1989,Pre 1919",22-24m,0,
3906,Residential,"1945-1959,1980-1989,Pre 1919",24-26m,0,
3907,Residential,"1945-1959,1980-1989,Pre 1919",26-28m,0,
3908,Residential,"1945-1959,1980-1989,Pre 1919",28-30m,0,
3909,Residential,"1945-1959,1980-1989,Pre 1919",30-35m,0,
3910,Residential,"1945-1959,1980-1989,Pre 1919",35-40m,0,
3911,Residential,"1945-1959,1980-1989,Pre 1919",40-45m,0,
3912,Residential,"1945-1959,1980-1989,Pre 1919",45-50m,0,
3913,Residential,"1945-1959,1980-1989,Pre 1919",50-55m,0,
3914,Residential,"1945-1959,1980-1989,Pre 1919",55-60m,0,
3915,Residential,"1945-1959,1980-1989,Pre 1919",60-70m,0,
3916,Residential,"1945-1959,1980-1989,Pre 1919",70-80m,0,
3917,Residential,"1945-1959,1980-1989,Pre 1919",80-90m,0,
3918,Residential,"1945-1959,1980-1989,Pre 1919",90-100m,0,
3919,Residential,"1945-1959,1980-1989,Pre 1919",100-200m,0,
3920,Residential,"1945-1959,1980-1989,Unknown date",0-2m,0,
3921,Residential,"1945-1959,1980-1989,Unknown date",2-3m,0,
3922,Residential,"1945-1959,1980-1989,Unknown date",3-4m,0,
3923,Residential,"1945-1959,1980-1989,Unknown date",4-5m,0,
3924,Residential,"1945-1959,1980-1989,Unknown date",5-6m,0,
3925,Residential,"1945-1959,1980-1989,Unknown date",6-7m,0,
3926,Residential,"1945-1959,1980-1989,Unknown date",7-8m,0,
3927,Residential,"1945-1959,1980-1989,Unknown date",8-9m,0,
3928,Residential,"1945-1959,1980-1989,Unknown date",9-10m,0,
3929,Residential,"1945-1959,1980-1989,Unknown date",10-11m,0,
3930,Residential,"1945-1959,1980-1989,Unknown date",11-12m,0,
3931,Residential,"1945-1959,1980-1989,Unknown date",12-13m,0,
3932,Residential,"1945-1959,1980-1989,Unknown date",13-14m,0,
3933,Residential,"1945-1959,1980-1989,Unknown date",14-15m,0,
3934,Residential,"1945-1959,1980-1989,Unknown date",15-16m,0,
3935,Residential,"1945-1959,1980-1989,Unknown date",16-17m,0,
3936,Residential,"1945-1959,1980-1989,Unknown date",17-18m,0,
3937,Residential,"1945-1959,1980-1989,Unknown date",18-19m,0,
3938,Residential,"1945-1959,1980-1989,Unknown date",19-20m,0,
3939,Residential,"1945-1959,1980-1989,Unknown date",20-22m,0,
3940,Residential,"1945-1959,1980-1989,Unknown date",22-24m,0,
3941,Residential,"1945-1959,1980-1989,Unknown date",24-26m,0,
3942,Residential,"1945-1959,1980-1989,Unknown date",26-28m,0,
3943,Residential,"1945-1959,1980-1989,Unknown date",28-30m,0,
3944,Residential,"1945-1959,1980-1989,Unknown date",30-35m,0,
3945,Residential,"1945-1959,1980-1989,Unknown date",35-40m,0,
3946,Residential,"1945-1959,1980-1989,Unknown date",40-45m,0,
3947,Residential,"1945-1959,1980-1989,Unknown date",45-50m,0,
3948,Residential,"1945-1959,1980-1989,Unknown date",50-55m,0,
3949,Residential,"1945-1959,1980-1989,Unknown date",55-60m,0,
3950,Residential,"1945-1959,1980-1989,Unknown date",60-70m,0,
3951,Residential,"1945-1959,1980-1989,Unknown date",70-80m,0,
3952,Residential,"1945-1959,1980-1989,Unknown date",80-90m,0,
3953,Residential,"1945-1959,1980-1989,Unknown date",90-100m,0,
3954,Residential,"1945-1959,1980-1989,Unknown date",100-200m,0,
3955,Residential,"1945-1959,1990-1999",0-2m,0,
3956,Residential,"1945-1959,1990-1999",2-3m,0,
3957,Residential,"1945-1959,1990-1999",3-4m,0,
3958,Residential,"1945-1959,1990-1999",4-5m,0,
3959,Residential,"1945-1959,1990-1999",5-6m,0,
3960,Residential,"1945-1959,1990-1999",6-7m,0,
3961,Residential,"1945-1959,1990-1999",7-8m,0,
3962,Residential,"1945-1959,1990-1999",8-9m,0,
3963,Residential,"1945-1959,1990-1999",9-10m,0,
3964,Residential,"1945-1959,1990-1999",10-11m,0,
3965,Residential,"1945-1959,1990-1999",11-12m,0,
3966,Residential,"1945-1959,1990-1999",12-13m,0,
3967,Residential,"1945-1959,1990-1999",13-14m,0,
3968,Residential,"1945-1959,1990-1999",14-15m,0,
3969,Residential,"1945-1959,1990-1999",15-16m,0,
3970,Residential,"1945-1959,1990-1999",16-17m,0,
3971,Residential,"1945-1959,1990-1999",17-18m,0,
3972,Residential,"1945-1959,1990-1999",18-19m,0,
3973,Residential,"1945-1959,1990-1999",19-20m,0,
3974,Residential,"1945-1959,1990-1999",20-22m,0,
3975,Residential,"1945-1959,1990-1999",22-24m,0,
3976,Residential,"1945-1959,1990-1999",24-26m,0,
3977,Residential,"1945-1959,1990-1999",26-28m,0,
3978,Residential,"1945-1959,1990-1999",28-30m,0,
3979,Residential,"1945-1959,1990-1999",30-35m,0,
3980,Residential,"1945-1959,1990-1999",35-40m,0,
3981,Residential,"1945-1959,1990-1999",40-45m,0,
3982,Residential,"1945-1959,1990-1999",45-50m,0,
3983,Residential,"1945-1959,1990-1999",50-55m,0,
3984,Residential,"1945-1959,1990-1999",55-60m,0,
3985,Residential,"1945-1959,1990-1999",60-70m,0,
3986,Residential,"1945-1959,1990-1999",70-80m,0,
3987,Residential,"1945-1959,1990-1999",80-90m,0,
3988,Residential,"1945-1959,1990-1999",90-100m,0,
3989,Residential,"1945-1959,1990-1999",100-200m,0,
3990,Residential,"1945-1959,1990-1999,Pre 1919",0-2m,0,
3991,Residential,"1945-1959,1990-1999,Pre 1919",2-3m,0,
3992,Residential,"1945-1959,1990-1999,Pre 1919",3-4m,0,
3993,Residential,"1945-1959,1990-1999,Pre 1919",4-5m,0,
3994,Residential,"1945-1959,1990-1999,Pre 1919",5-6m,0,
3995,Residential,"1945-1959,1990-1999,Pre 1919",6-7m,0,
3996,Residential,"1945-1959,1990-1999,Pre 1919",7-8m,0,
3997,Residential,"1945-1959,1990-1999,Pre 1919",8-9m,0,
3998,Residential,"1945-1959,1990-1999,Pre 1919",9-10m,0,
3999,Residential,"1945-1959,1990-1999,Pre 1919",10-11m,0,
4000,Residential,"1945-1959,1990-1999,Pre 1919",11-12m,0,
4001,Residential,"1945-1959,1990-1999,Pre 1919",12-13m,0,
4002,Residential,"1945-1959,1990-1999,Pre 1919",13-14m,0,
4003,Residential,"1945-1959,1990-1999,Pre 1919",14-15m,0,
4004,Residential,"1945-1959,1990-1999,Pre 1919",15-16m,0,
4005,Residential,"1945-1959,1990-1999,Pre 1919",16-17m,0,
4006,Residential,"1945-1959,1990-1999,Pre 1919",17-18m,0,
4007,Residential,"1945-1959,1990-1999,Pre 1919",18-19m,0,
4008,Residential,"1945-1959,1990-1999,Pre 1919",19-20m,0,
4009,Residential,"1945-1959,1990-1999,Pre 1919",20-22m,0,
4010,Residential,"1945-1959,1990-1999,Pre 1919",22-24m,0,
4011,Residential,"1945-1959,1990-1999,Pre 1919",24-26m,0,
4012,Residential,"1945-1959,1990-1999,Pre 1919",26-28m,0,
4013,Residential,"1945-1959,1990-1999,Pre 1919",28-30m,0,
4014,Residential,"1945-1959,1990-1999,Pre 1919",30-35m,0,
4015,Residential,"1945-1959,1990-1999,Pre 1919",35-40m,0,
4016,Residential,"1945-1959,1990-1999,Pre 1919",40-45m,0,
4017,Residential,"1945-1959,1990-1999,Pre 1919",45-50m,0,
4018,Residential,"1945-1959,1990-1999,Pre 1919",50-55m,0,
4019,Residential,"1945-1959,1990-1999,Pre 1919",55-60m,0,
4020,Residential,"1945-1959,1990-1999,Pre 1919",60-70m,0,
4021,Residential,"1945-1959,1990-1999,Pre 1919",70-80m,0,
4022,Residential,"1945-1959,1990-1999,Pre 1919",80-90m,0,
4023,Residential,"1945-1959,1990-1999,Pre 1919",90-100m,0,
4024,Residential,"1945-1959,1990-1999,Pre 1919",100-200m,0,
4025,Residential,"1945-1959,Post 1999",0-2m,0,
4026,Residential,"1945-1959,Post 1999",2-3m,0,
4027,Residential,"1945-1959,Post 1999",3-4m,0,
4028,Residential,"1945-1959,Post 1999",4-5m,0,
4029,Residential,"1945-1959,Post 1999",5-6m,0,
4030,Residential,"1945-1959,Post 1999",6-7m,0,
4031,Residential,"1945-1959,Post 1999",7-8m,0,
4032,Residential,"1945-1959,Post 1999",8-9m,0,
4033,Residential,"1945-1959,Post 1999",9-10m,0,
4034,Residential,"1945-1959,Post 1999",10-11m,0,
4035,Residential,"1945-1959,Post 1999",11-12m,0,
4036,Residential,"1945-1959,Post 1999",12-13m,0,
4037,Residential,"1945-1959,Post 1999",13-14m,0,
4038,Residential,"1945-1959,Post 1999",14-15m,0,
4039,Residential,"1945-1959,Post 1999",15-16m,0,
4040,Residential,"1945-1959,Post 1999",16-17m,0,
4041,Residential,"1945-1959,Post 1999",17-18m,0,
4042,Residential,"1945-1959,Post 1999",18-19m,0,
4043,Residential,"1945-1959,Post 1999",19-20m,0,
4044,Residential,"1945-1959,Post 1999",20-22m,0,
4045,Residential,"1945-1959,Post 1999",22-24m,0,
4046,Residential,"1945-1959,Post 1999",24-26m,0,
4047,Residential,"1945-1959,Post 1999",26-28m,0,
4048,Residential,"1945-1959,Post 1999",28-30m,0,
4049,Residential,"1945-1959,Post 1999",30-35m,0,
4050,Residential,"1945-1959,Post 1999",35-40m,0,
4051,Residential,"1945-1959,Post 1999",40-45m,0,
4052,Residential,"1945-1959,Post 1999",45-50m,0,
4053,Residential,"1945-1959,Post 1999",50-55m,0,
4054,Residential,"1945-1959,Post 1999",55-60m,0,
4055,Residential,"1945-1959,Post 1999",60-70m,0,
4056,Residential,"1945-1959,Post 1999",70-80m,0,
4057,Residential,"1945-1959,Post 1999",80-90m,0,
4058,Residential,"1945-1959,Post 1999",90-100m,0,
4059,Residential,"1945-1959,Post 1999",100-200m,0,
4060,Residential,"1945-1959,Post 1999,Unknown date",0-2m,0,
4061,Residential,"1945-1959,Post 1999,Unknown date",2-3m,0,
4062,Residential,"1945-1959,Post 1999,Unknown date",3-4m,0,
4063,Residential,"1945-1959,Post 1999,Unknown date",4-5m,0,
4064,Residential,"1945-1959,Post 1999,Unknown date",5-6m,0,
4065,Residential,"1945-1959,Post 1999,Unknown date",6-7m,0,
4066,Residential,"1945-1959,Post 1999,Unknown date",7-8m,0,
4067,Residential,"1945-1959,Post 1999,Unknown date",8-9m,0,
4068,Residential,"1945-1959,Post 1999,Unknown date",9-10m,0,
4069,Residential,"1945-1959,Post 1999,Unknown date",10-11m,0,
4070,Residential,"1945-1959,Post 1999,Unknown date",11-12m,0,
4071,Residential,"1945-1959,Post 1999,Unknown date",12-13m,0,
4072,Residential,"1945-1959,Post 1999,Unknown date",13-14m,0,
4073,Residential,"1945-1959,Post 1999,Unknown date",14-15m,0,
4074,Residential,"1945-1959,Post 1999,Unknown date",15-16m,0,
4075,Residential,"1945-1959,Post 1999,Unknown date",16-17m,0,
4076,Residential,"1945-1959,Post 1999,Unknown date",17-18m,0,
4077,Residential,"1945-1959,Post 1999,Unknown date",18-19m,0,
4078,Residential,"1945-1959,Post 1999,Unknown date",19-20m,0,
4079,Residential,"1945-1959,Post 1999,Unknown date",20-22m,0,
4080,Residential,"1945-1959,Post 1999,Unknown date",22-24m,0,
4081,Residential,"1945-1959,Post 1999,Unknown date",24-26m,0,
4082,Residential,"1945-1959,Post 1999,Unknown date",26-28m,0,
4083,Residential,"1945-1959,Post 1999,Unknown date",28-30m,0,
4084,Residential,"1945-1959,Post 1999,Unknown date",30-35m,0,
4085,Residential,"1945-1959,Post 1999,Unknown date",35-40m,0,
4086,Residential,"1945-1959,Post 1999,Unknown date",40-45m,0,
4087,Residential,"1945-1959,Post 1999,Unknown date",45-50m,0,
4088,Residential,"1945-1959,Post 1999,Unknown date",50-55m,0,
4089,Residential,"1945-1959,Post 1999,Unknown date",55-60m,0,
4090,Residential,"1945-1959,Post 1999,Unknown date",60-70m,0,
4091,Residential,"1945-1959,Post 1999,Unknown date",70-80m,0,
4092,Residential,"1945-1959,Post 1999,Unknown date",80-90m,0,
4093,Residential,"1945-1959,Post 1999,Unknown date",90-100m,0,
4094,Residential,"1945-1959,Post 1999,Unknown date",100-200m,0,
4095,Residential,"1945-1959,Pre 1919",0-2m,0,
4096,Residential,"1945-1959,Pre 1919",2-3m,0,
4097,Residential,"1945-1959,Pre 1919",3-4m,0,
4098,Residential,"1945-1959,Pre 1919",4-5m,0,
4099,Residential,"1945-1959,Pre 1919",5-6m,0,
4100,Residential,"1945-1959,Pre 1919",6-7m,0,
4101,Residential,"1945-1959,Pre 1919",7-8m,0,
4102,Residential,"1945-1959,Pre 1919",8-9m,0,
4103,Residential,"1945-1959,Pre 1919",9-10m,0,
4104,Residential,"1945-1959,Pre 1919",10-11m,0,
4105,Residential,"1945-1959,Pre 1919",11-12m,0,
4106,Residential,"1945-1959,Pre 1919",12-13m,0,
4107,Residential,"1945-1959,Pre 1919",13-14m,0,
4108,Residential,"1945-1959,Pre 1919",14-15m,0,
4109,Residential,"1945-1959,Pre 1919",15-16m,0,
4110,Residential,"1945-1959,Pre 1919",16-17m,0,
4111,Residential,"1945-1959,Pre 1919",17-18m,0,
4112,Residential,"1945-1959,Pre 1919",18-19m,0,
4113,Residential,"1945-1959,Pre 1919",19-20m,0,
4114,Residential,"1945-1959,Pre 1919",20-22m,0,
4115,Residential,"1945-1959,Pre 1919",22-24m,0,
4116,Residential,"1945-1959,Pre 1919",24-26m,0,
4117,Residential,"1945-1959,Pre 1919",26-28m,0,
4118,Residential,"1945-1959,Pre 1919",28-30m,0,
4119,Residential,"1945-1959,Pre 1919",30-35m,0,
4120,Residential,"1945-1959,Pre 1919",35-40m,0,
